<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SHAPNA,d,20150609,000000,1689,1726,1640,1672,3120189
SHAPNA,d,20150610,000000,1687,1691,1644,1657,694696
SHAPNA,d,20150613,000000,1676,1716,1658,1669,476988
SHAPNA,d,20150614,000000,1679,1680,1645,1652,352073
SHAPNA,d,20150615,000000,1647,1713,1621,1658,467433
SHAPNA,d,20150616,000000,1673,1711,1673,1689,758996
SHAPNA,d,20150622,000000,1765,1765,1765,1765,2142594
SHAPNA,d,20150623,000000,1853,1853,1853,1853,102758
SHAPNA,d,20150624,000000,1858,1858,1682,1858,48723112
SHAPNA,d,20150627,000000,1859,1887,1805,1805,4790763
SHAPNA,d,20150628,000000,1810,1830,1778,1779,4284763
SHAPNA,d,20150629,000000,1787,1855,1787,1855,1945989
SHAPNA,d,20150630,000000,1841,1918,1841,1918,7730213
SHAPNA,d,20150701,000000,1915,1930,1873,1883,4051166
SHAPNA,d,20150704,000000,1927,1996,1905,1955,5715236
SHAPNA,d,20150705,000000,1965,1965,1894,1902,2899741
SHAPNA,d,20150706,000000,1927,1983,1917,1961,5013028
SHAPNA,d,20150707,000000,1986,2046,1974,2002,5501245
SHAPNA,d,20150711,000000,1962,2030,1912,2023,3773109
SHAPNA,d,20150712,000000,2051,2090,2048,2090,13962857
SHAPNA,d,20150713,000000,2192,2192,2188,2192,8231076
SHAPNA,d,20150714,000000,2302,2302,2202,2302,27699425
SHAPNA,d,20150715,000000,2319,2323,2172,2220,14504747
SHAPNA,d,20150720,000000,2248,2251,2123,2124,15076464
SHAPNA,d,20150810,000000,2226,2240,2135,2216,27107916
SHAPNA,d,20150812,000000,2246,2269,2181,2193,14032134
SHAPNA,d,20150815,000000,2216,2216,2114,2122,8353835
SHAPNA,d,20150816,000000,2129,2129,2029,2029,5761612
SHAPNA,d,20150817,000000,2037,2037,1967,1971,2978768
SHAPNA,d,20150818,000000,1979,2049,1916,1961,29185533
SHAPNA,d,20150819,000000,1993,2015,1912,1924,4873918
SHAPNA,d,20150822,000000,1900,1939,1882,1882,4305506
SHAPNA,d,20150823,000000,1904,1971,1885,1916,2314941
SHAPNA,d,20150824,000000,1949,1971,1884,1920,53079120
SHAPNA,d,20150825,000000,1916,1970,1876,1970,2831283
SHAPNA,d,20150826,000000,1938,1962,1928,1956,2989907
SHAPNA,d,20150829,000000,1967,2011,1932,1947,2566853
SHAPNA,d,20150830,000000,1963,1993,1924,1963,2208050
SHAPNA,d,20150831,000000,1963,1967,1924,1932,1235579
SHAPNA,d,20150901,000000,1939,1980,1939,1979,7175369
SHAPNA,d,20150902,000000,1971,2049,1971,2019,2101879
SHAPNA,d,20150905,000000,2042,2074,2015,2041,1503880
SHAPNA,d,20150906,000000,2042,2074,1995,2029,2692144
SHAPNA,d,20150907,000000,2028,2074,2011,2023,2660236
SHAPNA,d,20150908,000000,2058,2058,2007,2007,2549096
SHAPNA,d,20150909,000000,2008,2102,1976,2055,5985000
SHAPNA,d,20150912,000000,2043,2093,2011,2019,2217395
SHAPNA,d,20150913,000000,2050,2050,1947,1963,1994999
SHAPNA,d,20150914,000000,2011,2042,1963,1963,2776296
SHAPNA,d,20150915,000000,1979,1979,1898,1902,2463411
SHAPNA,d,20150916,000000,1937,1937,1899,1908,1832911
SHAPNA,d,20150919,000000,1976,1976,1861,1875,1321850
SHAPNA,d,20150920,000000,1870,1922,1821,1846,41436959
SHAPNA,d,20150921,000000,1840,1860,1813,1821,11498484
SHAPNA,d,20150922,000000,1797,1876,1789,1867,2219188
SHAPNA,d,20150923,000000,1876,1915,1837,1884,2078387
SHAPNA,d,20150926,000000,1892,1893,1821,1841,1655360
SHAPNA,d,20150927,000000,1847,1916,1825,1899,2624171
SHAPNA,d,20150928,000000,1911,1917,1876,1911,1639557
SHAPNA,d,20150929,000000,1916,1916,1888,1916,975997
SHAPNA,d,20150930,000000,1900,1916,1868,1884,1497277
SHAPNA,d,20151003,000000,1908,1908,1844,1846,902484
SHAPNA,d,20151004,000000,1884,1892,1849,1867,1966162
SHAPNA,d,20151005,000000,1878,1913,1878,1882,7813856
SHAPNA,d,20151006,000000,1900,1900,1845,1853,676988
SHAPNA,d,20151007,000000,1846,1947,1846,1899,16473953
SHAPNA,d,20151010,000000,1900,1926,1871,1884,1176970
SHAPNA,d,20151011,000000,1882,1898,1860,1877,1104945
SHAPNA,d,20151012,000000,1896,1901,1872,1872,9834910
SHAPNA,d,20151013,000000,1892,1928,1863,1928,3497316
SHAPNA,d,20151014,000000,1926,1955,1877,1914,2652168
SHAPNA,d,20151017,000000,1931,2008,1920,2008,8444419
SHAPNA,d,20151018,000000,2050,2088,1943,1979,5499835
SHAPNA,d,20151019,000000,1987,2050,1957,1981,1693379
SHAPNA,d,20151020,000000,1981,2038,1963,1972,7760259
SHAPNA,d,20151021,000000,2005,2005,1939,1962,1453639
SHAPNA,d,20151025,000000,1941,1963,1896,1904,2133148
SHAPNA,d,20151026,000000,1869,1960,1869,1910,958359
SHAPNA,d,20151027,000000,1959,1977,1916,1939,2770546
SHAPNA,d,20151028,000000,1939,1945,1901,1916,1470250
SHAPNA,d,20151031,000000,1939,1939,1901,1927,1416270
SHAPNA,d,20151101,000000,1928,1928,1895,1900,1881781
SHAPNA,d,20151102,000000,1906,1927,1895,1906,1042909
SHAPNA,d,20151103,000000,1900,1971,1886,1939,1429498
SHAPNA,d,20151104,000000,1941,1962,1916,1924,795833
SHAPNA,d,20151107,000000,1909,2003,1901,1955,6132282
SHAPNA,d,20151108,000000,1955,1979,1933,1939,1006394
SHAPNA,d,20151109,000000,1936,1976,1916,1945,5509966
SHAPNA,d,20151110,000000,1924,1979,1924,1951,1016722
SHAPNA,d,20151111,000000,1924,1939,1916,1925,871338
SHAPNA,d,20151114,000000,1924,1979,1909,1932,1589135
SHAPNA,d,20151115,000000,1861,1901,1849,1882,19684382
SHAPNA,d,20151116,000000,1892,1936,1857,1888,13122927
SHAPNA,d,20151117,000000,1864,1871,1834,1837,5975434
SHAPNA,d,20151118,000000,1829,1860,1821,1837,12647559
SHAPNA,d,20151121,000000,1823,1852,1798,1805,18374830
SHAPNA,d,20151122,000000,1821,1821,1790,1793,5249289
SHAPNA,d,20151123,000000,1819,1821,1773,1782,5247420
SHAPNA,d,20151124,000000,1812,1858,1777,1837,10948689
SHAPNA,d,20151125,000000,1852,1860,1821,1837,16055853
SHAPNA,d,20151128,000000,1802,1854,1793,1811,1540999
SHAPNA,d,20151129,000000,1797,1849,1795,1801,11200406
SHAPNA,d,20151130,000000,1802,1844,1802,1814,1806677
SHAPNA,d,20151201,000000,1814,1824,1793,1804,2299508
SHAPNA,d,20151205,000000,1815,1815,1790,1797,1629379
SHAPNA,d,20151206,000000,1797,1830,1776,1828,10888303
SHAPNA,d,20151207,000000,1805,1834,1772,1791,9074748
SHAPNA,d,20151208,000000,1806,1837,1779,1818,13830904
SHAPNA,d,20151209,000000,1789,1821,1789,1808,1475700
SHAPNA,d,20151213,000000,1797,1797,1732,1749,7193631
SHAPNA,d,20151214,000000,1734,1734,1703,1732,2153023
SHAPNA,d,20151215,000000,1727,1757,1719,1726,1456902
SHAPNA,d,20151216,000000,1763,1767,1682,1686,9743984
SHAPNA,d,20151219,000000,1718,1718,1655,1655,6694785
SHAPNA,d,20151220,000000,1654,1654,1575,1575,4783011
SHAPNA,d,20151221,000000,1553,1639,1553,1585,4096658
SHAPNA,d,20151222,000000,1585,1599,1560,1584,1857980
SHAPNA,d,20151223,000000,1582,1609,1567,1574,8733485
SHAPNA,d,20151226,000000,1583,1591,1525,1528,4694715
SHAPNA,d,20151227,000000,1526,1563,1516,1543,2288276
SHAPNA,d,20151228,000000,1558,1558,1517,1524,1852221
SHAPNA,d,20151230,000000,1556,1574,1525,1536,2820625
SHAPNA,d,20160102,000000,1551,1551,1504,1528,2770711
SHAPNA,d,20160103,000000,1537,1537,1514,1531,2583212
SHAPNA,d,20160104,000000,1518,1543,1510,1528,4994167
SHAPNA,d,20160105,000000,1528,1599,1521,1599,5351346
SHAPNA,d,20160106,000000,1592,1628,1582,1590,3045495
SHAPNA,d,20160109,000000,1582,1582,1529,1530,2987436
SHAPNA,d,20160110,000000,1529,1543,1512,1543,1749037
SHAPNA,d,20160111,000000,1544,1551,1513,1528,7420961
SHAPNA,d,20160112,000000,1525,1525,1505,1513,4693062
SHAPNA,d,20160113,000000,1512,1588,1496,1588,7245354
SHAPNA,d,20160116,000000,1637,1637,1637,1637,6286062
SHAPNA,d,20160117,000000,1719,1719,1637,1682,33153322
SHAPNA,d,20160118,000000,1678,1728,1624,1686,7538952
SHAPNA,d,20160119,000000,1718,1757,1670,1671,6772977
SHAPNA,d,20160120,000000,1695,1710,1646,1683,7186957
SHAPNA,d,20160123,000000,1739,1753,1702,1748,8690741
SHAPNA,d,20160124,000000,1742,1809,1734,1783,13429390
SHAPNA,d,20160125,000000,1805,1871,1764,1871,10867897
SHAPNA,d,20160126,000000,1921,1921,1878,1921,9862322
SHAPNA,d,20160127,000000,1957,2011,1885,1979,14808622
SHAPNA,d,20160130,000000,1987,2053,1984,2053,21936685
SHAPNA,d,20160131,000000,2098,2152,1987,2152,32611344
SHAPNA,d,20160201,000000,2201,2226,2181,2226,11181830
SHAPNA,d,20160202,000000,2330,2330,2330,2330,9810991
SHAPNA,d,20160203,000000,2375,2375,2234,2278,44822327
SHAPNA,d,20160206,000000,2264,2371,2225,2272,18852293
SHAPNA,d,20160207,000000,2296,2364,2256,2280,15683037
SHAPNA,d,20160208,000000,2319,2423,2288,2423,33552627
SHAPNA,d,20160209,000000,2509,2509,2430,2447,28135317
SHAPNA,d,20160210,000000,2494,2630,2486,2533,30772139
SHAPNA,d,20160213,000000,2659,2675,2475,2482,2465670
SHAPNA,d,20160215,000000,2375,2494,2363,2454,27363643
SHAPNA,d,20160216,000000,2499,2499,2340,2340,11106291
SHAPNA,d,20160217,000000,2304,2422,2289,2351,16350313
SHAPNA,d,20160220,000000,2384,2399,2245,2248,15713796
SHAPNA,d,20160221,000000,2296,2404,2203,2404,46194396
SHAPNA,d,20160222,000000,2478,2501,2432,2501,24319887
SHAPNA,d,20160223,000000,2623,2623,2477,2533,41035487
SHAPNA,d,20160224,000000,2525,2721,2478,2612,24391091
SHAPNA,d,20160227,000000,2639,2755,2628,2755,23694044
SHAPNA,d,20160228,000000,2886,2886,2692,2763,36092929
SHAPNA,d,20160229,000000,2771,2818,2671,2671,15438761
SHAPNA,d,20160301,000000,2593,2731,2554,2596,43494572
SHAPNA,d,20160302,000000,2590,2691,2533,2547,11730658
SHAPNA,d,20160305,000000,2618,2708,2598,2708,24658962
SHAPNA,d,20160306,000000,2739,2739,2587,2612,12973461
SHAPNA,d,20160307,000000,2636,2699,2571,2597,9578952
SHAPNA,d,20160308,000000,2651,2723,2613,2652,12274931
SHAPNA,d,20160309,000000,2660,2715,2608,2622,11450945
SHAPNA,d,20160312,000000,2614,2668,2549,2573,39994866
SHAPNA,d,20160314,000000,2565,2613,2470,2533,12090317
SHAPNA,d,20160315,000000,2517,2620,2514,2541,40137313
SHAPNA,d,20160316,000000,2604,2604,2491,2533,7332904
SHAPNA,d,20160326,000000,2502,2635,2502,2635,4724897
SHAPNA,d,20160327,000000,2636,2692,2573,2581,2315950
SHAPNA,d,20160328,000000,2545,2605,2545,2573,1738300
SHAPNA,d,20160329,000000,2543,2553,2495,2525,3041615
SHAPNA,d,20160330,000000,2502,2658,2502,2658,14658557
SHAPNA,d,20160402,000000,2700,2715,2557,2571,11949855
SHAPNA,d,20160403,000000,2557,2558,2508,2509,7665956
SHAPNA,d,20160404,000000,2523,2613,2467,2613,7910662
SHAPNA,d,20160405,000000,2541,2596,2525,2541,3366906
SHAPNA,d,20160406,000000,2555,2555,2517,2517,3253020
SHAPNA,d,20160409,000000,2574,2601,2518,2521,2691106
SHAPNA,d,20160410,000000,2533,2541,2490,2494,3488838
SHAPNA,d,20160411,000000,2502,2532,2491,2493,2303878
SHAPNA,d,20160412,000000,2532,2533,2494,2495,4582676
SHAPNA,d,20160413,000000,2516,2565,2472,2494,4129979
SHAPNA,d,20160416,000000,2494,2494,2392,2392,4694691
SHAPNA,d,20160417,000000,2306,2397,2282,2349,4071859
SHAPNA,d,20160418,000000,2310,2399,2296,2320,5488668
SHAPNA,d,20160419,000000,2335,2414,2236,2399,4896636
SHAPNA,d,20160420,000000,2407,2452,2335,2355,3039892
SHAPNA,d,20160423,000000,2375,2405,2312,2313,2557488
SHAPNA,d,20160424,000000,2371,2445,2296,2415,4026140
SHAPNA,d,20160425,000000,2430,2438,2296,2296,11252810
SHAPNA,d,20160426,000000,2350,2355,2261,2280,3900567
SHAPNA,d,20160427,000000,2256,2327,2256,2296,3788906
SHAPNA,d,20160430,000000,2297,2335,2280,2296,5502031
SHAPNA,d,20160501,000000,2301,2301,2242,2272,2594587
SHAPNA,d,20160502,000000,2245,2280,2221,2225,2681478
SHAPNA,d,20160503,000000,2228,2228,2160,2161,3537302
SHAPNA,d,20160504,000000,2160,2185,2152,2169,2229494
SHAPNA,d,20160507,000000,2157,2239,2066,2107,10739547
SHAPNA,d,20160508,000000,2109,2137,2084,2110,2526148
SHAPNA,d,20160509,000000,2121,2137,2084,2099,1380101
SHAPNA,d,20160510,000000,2090,2090,2017,2019,2869291
SHAPNA,d,20160511,000000,2057,2087,1967,2019,8448025
SHAPNA,d,20160514,000000,2004,2106,2004,2042,4917772
SHAPNA,d,20160515,000000,2074,2145,2015,2095,34570320
SHAPNA,d,20160516,000000,2082,2217,2082,2209,34092755
SHAPNA,d,20160517,000000,2228,2307,2217,2307,32063761
SHAPNA,d,20160518,000000,2351,2407,2272,2342,30365533
SHAPNA,d,20160521,000000,2335,2375,2279,2304,10678979
SHAPNA,d,20160523,000000,2329,2350,2280,2280,2724017
SHAPNA,d,20160524,000000,2287,2296,2256,2288,1834075
SHAPNA,d,20160525,000000,2293,2367,2293,2327,11645251
SHAPNA,d,20160528,000000,2328,2365,2282,2283,930688
SHAPNA,d,20160529,000000,2285,2409,2277,2316,20091849
SHAPNA,d,20160530,000000,2300,2350,2300,2301,1812959
SHAPNA,d,20160531,000000,2297,2391,2276,2286,7617105
SHAPNA,d,20160601,000000,2311,2339,2289,2297,933537
SHAPNA,d,20160605,000000,2327,2374,2284,2312,11626548
SHAPNA,d,20160606,000000,2304,2317,2288,2310,1041044
SHAPNA,d,20160607,000000,2320,2320,2259,2272,999776
SHAPNA,d,20160608,000000,2280,2331,2241,2248,1162720
SHAPNA,d,20160611,000000,2233,2289,2187,2188,1767157
SHAPNA,d,20160612,000000,2201,2201,2137,2198,1605253
SHAPNA,d,20160613,000000,2170,2201,2138,2145,844573
SHAPNA,d,20160614,000000,2138,2138,2084,2084,2287364
SHAPNA,d,20160615,000000,2058,2190,2020,2127,10110211
SHAPNA,d,20160618,000000,2106,2145,2081,2122,902418
SHAPNA,d,20160619,000000,2114,2137,2076,2094,1116785
SHAPNA,d,20160620,000000,2082,2114,2027,2074,1567599
SHAPNA,d,20160621,000000,2082,2137,2034,2137,801702
SHAPNA,d,20160622,000000,2099,2161,2096,2137,2921677
SHAPNA,d,20160625,000000,2093,2093,2031,2046,1337028
SHAPNA,d,20160626,000000,2082,2106,2039,2096,1492589
SHAPNA,d,20160628,000000,2043,2134,2042,2061,3042714
SHAPNA,d,20160629,000000,2089,2089,2011,2032,2847498
SHAPNA,d,20160702,000000,2023,2061,2020,2061,2110783
SHAPNA,d,20160703,000000,2066,2082,2057,2060,2112109
SHAPNA,d,20160704,000000,2059,2120,2035,2080,6622967
SHAPNA,d,20160705,000000,2039,2098,2039,2058,617518
SHAPNA,d,20160709,000000,2091,2091,2035,2050,800639
SHAPNA,d,20160710,000000,2049,2143,1996,2057,12409412
SHAPNA,d,20160711,000000,2046,2065,2019,2027,3517919
SHAPNA,d,20160712,000000,2057,2074,1933,1983,11044341
SHAPNA,d,20160713,000000,1988,2089,1979,2057,5718581
SHAPNA,d,20160716,000000,2027,2164,1996,2164,9872064
SHAPNA,d,20160717,000000,2177,2239,2169,2185,12943428
SHAPNA,d,20160718,000000,2205,2266,2112,2122,16800096
SHAPNA,d,20160725,000000,2335,2336,2265,2265,2831713
SHAPNA,d,20160726,000000,2277,2322,2229,2264,3679940
SHAPNA,d,20160727,000000,2292,2362,2251,2285,9787812
SHAPNA,d,20160731,000000,2301,2327,2202,2220,8634322
SHAPNA,d,20160801,000000,2217,2243,2174,2234,4177439
SHAPNA,d,20160802,000000,2201,2325,2201,2325,12073688
SHAPNA,d,20160803,000000,2330,2405,2315,2334,13515915
SHAPNA,d,20160806,000000,2320,2456,2307,2388,10683601
SHAPNA,d,20160807,000000,2411,2430,2303,2303,5040689
SHAPNA,d,20160808,000000,2303,2346,2263,2311,2441164
SHAPNA,d,20160809,000000,2285,2385,2285,2329,4432141
SHAPNA,d,20160810,000000,2312,2341,2260,2260,3540085
SHAPNA,d,20160813,000000,2324,2352,2270,2345,4572822
SHAPNA,d,20160814,000000,2345,2377,2303,2303,3747846
SHAPNA,d,20160815,000000,2303,2306,2271,2279,2049597
SHAPNA,d,20160816,000000,2268,2302,2264,2267,1216830
SHAPNA,d,20160817,000000,2302,2319,2264,2270,5639864
SHAPNA,d,20160820,000000,2277,2409,2277,2404,12706795
SHAPNA,d,20160821,000000,2388,2430,2331,2332,8018860
SHAPNA,d,20160822,000000,2353,2353,2297,2318,2711108
SHAPNA,d,20160823,000000,2289,2309,2281,2294,1884298
SHAPNA,d,20160824,000000,2312,2312,2260,2268,1978379
SHAPNA,d,20160827,000000,2268,2277,2237,2251,2520345
SHAPNA,d,20160828,000000,2277,2288,2202,2202,4123465
SHAPNA,d,20160829,000000,2207,2283,2174,2175,3082551
SHAPNA,d,20160830,000000,2214,2225,2166,2191,855133
SHAPNA,d,20160831,000000,2174,2217,2167,2183,1156473
SHAPNA,d,20160903,000000,2156,2174,2136,2170,1659889
SHAPNA,d,20160904,000000,2141,2157,2110,2110,3189848
SHAPNA,d,20160905,000000,2098,2200,2098,2196,1736301
SHAPNA,d,20160906,000000,2212,2251,2157,2162,5887000
SHAPNA,d,20160907,000000,2218,2227,2128,2135,3288493
SHAPNA,d,20160910,000000,2174,2183,2108,2123,1265916
SHAPNA,d,20160911,000000,2108,2131,2098,2098,1240686
SHAPNA,d,20160913,000000,2116,2126,2070,2081,2732369
SHAPNA,d,20160914,000000,2118,2170,2089,2134,5142293
SHAPNA,d,20160917,000000,2132,2132,2093,2098,1194126
SHAPNA,d,20160918,000000,2127,2166,2047,2090,3115762
SHAPNA,d,20160919,000000,2132,2149,2095,2104,588350
SHAPNA,d,20160921,000000,2089,2115,2089,2089,1086979
SHAPNA,d,20160924,000000,2129,2163,2107,2139,1450201
SHAPNA,d,20160925,000000,2134,2162,2110,2122,3795947
SHAPNA,d,20160926,000000,2133,2134,2099,2102,1317439
SHAPNA,d,20160927,000000,2106,2110,2089,2098,2376520
SHAPNA,d,20160928,000000,2098,2130,2098,2115,2284834
SHAPNA,d,20161001,000000,2166,2208,2145,2153,5268402
SHAPNA,d,20161002,000000,2174,2174,2098,2115,2697268
SHAPNA,d,20161003,000000,2127,2174,2099,2149,7017786
SHAPNA,d,20161004,000000,2173,2183,2132,2134,3550957
SHAPNA,d,20161005,000000,2174,2174,2121,2139,2935471
SHAPNA,d,20161008,000000,2149,2195,2123,2144,6225541
SHAPNA,d,20161009,000000,2157,2165,2123,2140,1532642
SHAPNA,d,20161010,000000,2149,2174,2125,2133,3176145
SHAPNA,d,20161015,000000,2168,2254,2151,2254,31776707
SHAPNA,d,20161016,000000,2270,2305,2213,2213,7462011
SHAPNA,d,20161017,000000,2225,2298,2200,2258,2482499
SHAPNA,d,20161018,000000,2234,2267,2167,2191,3755466
SHAPNA,d,20161019,000000,2225,2239,2176,2239,2972383
SHAPNA,d,20161022,000000,2251,2311,2243,2311,23482727
SHAPNA,d,20161023,000000,2388,2416,2345,2382,51052594
SHAPNA,d,20161024,000000,2447,2521,2430,2521,62295664
SHAPNA,d,20161025,000000,2533,2542,2431,2515,18500141
SHAPNA,d,20161026,000000,2499,2618,2499,2618,42013491
SHAPNA,d,20161029,000000,2637,2703,2558,2559,19124300
SHAPNA,d,20161030,000000,2576,2684,2539,2609,13129364
SHAPNA,d,20161031,000000,2634,2635,2515,2526,9932478
SHAPNA,d,20161101,000000,2507,2514,2439,2443,8600839
SHAPNA,d,20161102,000000,2434,2493,2413,2418,7238947
SHAPNA,d,20161105,000000,2397,2397,2330,2330,17816097
SHAPNA,d,20161106,000000,2328,2375,2302,2311,5871388
SHAPNA,d,20161107,000000,2346,2379,2320,2345,5984379
SHAPNA,d,20161108,000000,2370,2370,2321,2353,5549894
SHAPNA,d,20161109,000000,2234,2319,2233,2285,15063727
SHAPNA,d,20161112,000000,2302,2302,2212,2234,4515481
SHAPNA,d,20161113,000000,2234,2291,2234,2283,2470247
SHAPNA,d,20161114,000000,2285,2371,2285,2371,9632052
SHAPNA,d,20161115,000000,2430,2430,2349,2362,6751923
SHAPNA,d,20161116,000000,2387,2446,2317,2328,7120526
SHAPNA,d,20161119,000000,2379,2379,2307,2353,1253461
SHAPNA,d,20161121,000000,2380,2422,2336,2362,1899896
SHAPNA,d,20161122,000000,2388,2451,2382,2415,8010423
SHAPNA,d,20161123,000000,2437,2439,2383,2430,4277710
SHAPNA,d,20161126,000000,2419,2419,2319,2324,4354722
SHAPNA,d,20161127,000000,2317,2371,2302,2309,5191224
SHAPNA,d,20161129,000000,2345,2370,2319,2328,2695742
SHAPNA,d,20161203,000000,2446,2446,2396,2434,40452258
SHAPNA,d,20161204,000000,2444,2444,2379,2404,5824536
SHAPNA,d,20161205,000000,2353,2413,2336,2344,4608434
SHAPNA,d,20161206,000000,2345,2403,2332,2336,3581722
SHAPNA,d,20161207,000000,2345,2373,2318,2362,6755952
SHAPNA,d,20161210,000000,2375,2429,2370,2386,5311116
SHAPNA,d,20161211,000000,2428,2463,2401,2436,6197146
SHAPNA,d,20161212,000000,2473,2527,2452,2464,10621023
SHAPNA,d,20161213,000000,2507,2527,2418,2422,4991624
SHAPNA,d,20161214,000000,2439,2439,2388,2391,4392801
SHAPNA,d,20161218,000000,2365,2413,2349,2355,1596606
SHAPNA,d,20161219,000000,2362,2396,2319,2343,2776589
SHAPNA,d,20161220,000000,2332,2336,2289,2319,3560055
SHAPNA,d,20161221,000000,2302,2377,2289,2324,3130949
SHAPNA,d,20161224,000000,2319,2388,2319,2336,1997552
SHAPNA,d,20161225,000000,2382,2382,2316,2319,1683120
SHAPNA,d,20161226,000000,2353,2353,2311,2312,1437483
SHAPNA,d,20161227,000000,2311,2336,2286,2302,4089444
SHAPNA,d,20161228,000000,2302,2370,2302,2317,2196532
SHAPNA,d,20161231,000000,2353,2375,2307,2311,7572688
SHAPNA,d,20170101,000000,2333,2333,2277,2294,3331542
SHAPNA,d,20170102,000000,2302,2392,2301,2387,6510225
SHAPNA,d,20170103,000000,2364,2405,2346,2353,5097086
SHAPNA,d,20170104,000000,2362,2387,2320,2375,3279843
SHAPNA,d,20170107,000000,2387,2388,2302,2354,5636189
SHAPNA,d,20170108,000000,2370,2413,2328,2374,3857211
SHAPNA,d,20170109,000000,2341,2387,2302,2319,4448413
SHAPNA,d,20170111,000000,2262,2274,2225,2225,14083250
SHAPNA,d,20170114,000000,2215,2243,2159,2176,3468698
SHAPNA,d,20170115,000000,2161,2216,2161,2191,3120457
SHAPNA,d,20170116,000000,2215,2260,2174,2251,4550802
SHAPNA,d,20170117,000000,2221,2251,2179,2197,1790941
SHAPNA,d,20170118,000000,2183,2237,2174,2216,2925767
SHAPNA,d,20170121,000000,2177,2249,2175,2186,3626729
SHAPNA,d,20170122,000000,2186,2228,2166,2174,1954954
SHAPNA,d,20170123,000000,2167,2207,2157,2162,1783741
SHAPNA,d,20170124,000000,2162,2209,2157,2165,1326412
SHAPNA,d,20170125,000000,2174,2208,2132,2140,4355215
SHAPNA,d,20170128,000000,2183,2183,2132,2133,1399771
SHAPNA,d,20170129,000000,2157,2207,2132,2133,2172419
SHAPNA,d,20170130,000000,2149,2166,2132,2143,5444141
SHAPNA,d,20170131,000000,2145,2166,2028,2133,7857469
SHAPNA,d,20170201,000000,2133,2179,2123,2144,1580923
SHAPNA,d,20170204,000000,2157,2168,2063,2069,1829399
SHAPNA,d,20170205,000000,2068,2123,2046,2076,1422355
SHAPNA,d,20170206,000000,2092,2149,2065,2106,4165137
SHAPNA,d,20170207,000000,2092,2149,2056,2056,1987308
SHAPNA,d,20170208,000000,2115,2132,2084,2106,1368792
SHAPNA,d,20170211,000000,2100,2138,2084,2084,3869754
SHAPNA,d,20170212,000000,2090,2183,2073,2123,4261121
SHAPNA,d,20170213,000000,2123,2147,2081,2084,1572218
SHAPNA,d,20170214,000000,2089,2098,2076,2080,1170353
SHAPNA,d,20170215,000000,2097,2146,2068,2085,3096041
SHAPNA,d,20170218,000000,2129,2179,2127,2153,4989627
SHAPNA,d,20170219,000000,2134,2179,2119,2123,1492771
SHAPNA,d,20170220,000000,2187,2253,2183,2253,35086727
SHAPNA,d,20170307,000000,2268,2270,2234,2249,18663598
SHAPNA,d,20170308,000000,2277,2341,2225,2225,12089158
SHAPNA,d,20170311,000000,2234,2331,2176,2222,12874548
SHAPNA,d,20170312,000000,2218,2300,2217,2249,6265653
SHAPNA,d,20170313,000000,2239,2328,2239,2271,7612336
SHAPNA,d,20170314,000000,2310,2352,2274,2336,6553231
SHAPNA,d,20170315,000000,2343,2347,2294,2294,3110521
SHAPNA,d,20170318,000000,2302,2341,2219,2281,6044358
SHAPNA,d,20170325,000000,2234,2300,2234,2255,615160
SHAPNA,d,20170326,000000,2268,2318,2231,2311,3164581
SHAPNA,d,20170327,000000,2301,2315,2260,2288,4023923
SHAPNA,d,20170328,000000,2285,2302,2269,2269,1664532
SHAPNA,d,20170329,000000,2269,2302,2269,2278,1017963
SHAPNA,d,20170403,000000,2311,2341,2278,2328,3086410
SHAPNA,d,20170404,000000,2328,2353,2277,2337,3750306
SHAPNA,d,20170405,000000,2336,2362,2318,2345,5311291
SHAPNA,d,20170408,000000,2370,2379,2272,2332,3552068
SHAPNA,d,20170409,000000,2299,2345,2292,2302,1765574
SHAPNA,d,20170410,000000,2295,2366,2295,2346,5759869
SHAPNA,d,20170412,000000,2361,2388,2336,2362,4565179
SHAPNA,d,20170415,000000,2349,2388,2338,2367,5456807
SHAPNA,d,20170416,000000,2370,2487,2370,2487,40904944
SHAPNA,d,20170417,000000,2533,2590,2479,2507,20164219
SHAPNA,d,20170418,000000,2541,2541,2488,2515,6205273
SHAPNA,d,20170419,000000,2498,2533,2498,2524,4104951
SHAPNA,d,20170422,000000,2532,2640,2492,2638,19111566
SHAPNA,d,20170423,000000,2660,2737,2636,2642,25001981
SHAPNA,d,20170424,000000,2652,2672,2589,2601,2924768
SHAPNA,d,20170426,000000,2624,2733,2610,2727,14660706
SHAPNA,d,20170429,000000,2737,2837,2729,2778,19154898
SHAPNA,d,20170430,000000,2810,2837,2712,2720,10559591
SHAPNA,d,20170501,000000,2729,2729,2670,2686,4409692
SHAPNA,d,20170502,000000,2699,2778,2653,2712,8758636
SHAPNA,d,20170503,000000,2729,2745,2669,2684,4822196
SHAPNA,d,20170506,000000,2686,2724,2579,2669,11023518
SHAPNA,d,20170507,000000,2660,2718,2618,2660,3703185
SHAPNA,d,20170508,000000,2660,2729,2644,2682,6841143
SHAPNA,d,20170509,000000,2660,2771,2653,2720,11307829
SHAPNA,d,20170510,000000,2720,2754,2673,2703,3473991
SHAPNA,d,20170513,000000,2726,2767,2683,2712,3964988
SHAPNA,d,20170514,000000,2677,2762,2633,2686,6923476
